Date,Time,Open,High,Low,Close,Volume,OpenInt
2014-03-14,15:00:00,64.0299987792969,64.9300003051758,63.9000015258789,63.9099998474121,403785,0
2014-03-14,16:00:00,63.9175987243652,64.870002746582,63.7099990844727,63.8300018310547,346422,0
2014-03-14,17:00:00,63.8300018310547,64.8600006103516,63.3499984741211,64.7200012207031,511768,0
2014-03-14,18:00:00,64.7300033569336,64.75,64.0100021362305,64.4700012207031,159000,0
2014-03-14,19:00:00,64.4800033569336,64.5423965454102,63.810001373291,63.9799995422363,141813,0
2014-03-14,20:00:00,63.9900016784668,64.0497970581055,63.4000015258789,63.4199981689453,176603,0
2014-03-14,21:00:00,63.4201011657715,63.8800010681152,63.3390007019043,63.4000015258789,378901,0
2014-03-17,15:00:00,64.5800018310547,65.7300033569336,64.5100021362305,65.5198974609375,588425,0
2014-03-17,16:00:00,65.4899978637695,66.0400009155273,64.9599990844727,65.3300018310547,496181,0
2014-03-17,17:00:00,65.2679977416992,65.5999984741211,64.8519973754883,65.4481964111328,333052,0
2014-03-17,18:00:00,65.4899978637695,65.9000015258789,65.3399963378906,65.6999969482422,272538,0
2014-03-17,19:00:00,65.7015991210938,65.8399963378906,65.4499969482422,65.6399993896484,144065,0
2014-03-17,20:00:00,65.6399993896484,65.879997253418,65.4499969482422,65.6100006103516,139215,0
2014-03-17,21:00:00,65.5800018310547,65.6600036621094,64.9800033569336,65.0899963378906,341403,0
2014-03-18,15:00:00,65.3000030517578,66.3899993896484,65.25,66.3099975585938,436936,0
2014-03-18,16:00:00,66.370002746582,66.9800033569336,66.1143035888672,66.6699981689453,507409,0
2014-03-18,17:00:00,66.6699981689453,67.120002746582,66.6309967041016,67.0800018310547,304178,0
2014-03-18,18:00:00,67.0899963378906,67.2600021362305,66.8637008666992,67.004997253418,205492,0
2014-03-18,19:00:00,67.0400009155273,67.5500030517578,66.870002746582,67.4199981689453,220950,0
2014-03-18,20:00:00,67.4400024414062,67.6100006103516,67.3000030517578,67.4879989624023,175296,0
2014-03-18,21:00:00,67.4899978637695,67.5999984741211,67.2900009155273,67.4300003051758,470192,0
2014-03-19,15:00:00,67.5199966430664,67.6600036621094,66.9224014282227,67.6298980712891,381853,0
2014-03-19,16:00:00,67.620002746582,67.6800003051758,66.7600021362305,67.1500015258789,288621,0
2014-03-19,17:00:00,67.120002746582,67.4300003051758,67.0199966430664,67.2600021362305,186611,0
2014-03-19,18:00:00,67.25,67.5199966430664,67.1600036621094,67.4599990844727,169848,0
2014-03-19,19:00:00,67.4599990844727,67.5800018310547,67.3899993896484,67.5699996948242,170452,0
2014-03-19,20:00:00,67.5019989013672,67.5019989013672,66.5,66.8307037353516,601117,0
2014-03-19,21:00:00,66.8199996948242,66.8600006103516,65,66.3199996948242,804995,0
2014-03-20,15:00:00,65.6999969482422,66.2594985961914,65.2799987792969,65.8410034179688,285969,0
2014-03-20,16:00:00,65.9100036621094,67.0100021362305,65.5899963378906,66.5699996948242,369286,0
2014-03-20,17:00:00,66.629997253418,66.7399978637695,66.1699981689453,66.7200012207031,250774,0
2014-03-20,18:00:00,66.6800003051758,67.2799987792969,66.5699996948242,67.2799987792969,238290,0
2014-03-20,19:00:00,67.2900009155273,67.4499969482422,66.9802017211914,67.129997253418,207955,0
2014-03-20,20:00:00,67.129997253418,67.3000030517578,66.9609985351562,66.9800033569336,113919,0
2014-03-20,21:00:00,66.9200973510742,66.9400024414062,66.4700012207031,66.8399963378906,306667,0
2014-03-21,15:00:00,67.9400024414062,68.0998992919922,66.4300003051758,66.4300003051758,453555,0
2014-03-21,16:00:00,66.4599990844727,66.6399993896484,65.3199996948242,66.1699981689453,987446,0
2014-03-21,17:00:00,66.25,66.5299987792969,65.8499984741211,66.25,459968,0
2014-03-21,18:00:00,66.25,66.5199966430664,65.9599990844727,65.9899978637695,307639,0
2014-03-21,19:00:00,65.9700012207031,65.9924011230469,65.1500015258789,65.2300033569336,512478,0
2014-03-21,20:00:00,65.2399978637695,65.4000015258789,64.2300033569336,64.6845016479492,650141,0
2014-03-21,21:00:00,64.629997253418,64.6900024414062,64.0899963378906,64.3899993896484,643686,0
2014-03-24,15:00:00,65.1800003051758,65.3089981079102,63.3759994506836,63.8600006103516,707826,0
2014-03-24,16:00:00,63.8800010681152,63.8800010681152,61.6500015258789,61.8699989318848,1178324,0
2014-03-24,17:00:00,61.8600006103516,62.1300010681152,61.0099983215332,61.689998626709,1116421,0
2014-03-24,18:00:00,61.689998626709,62.0640983581543,61.2599983215332,61.4300003051758,711302,0
2014-03-24,19:00:00,61.4300994873047,62.4599990844727,61.4199981689453,62.4199981689453,490590,0
2014-03-24,20:00:00,62.4099998474121,63.2190017700195,62.2900009155273,62.8600006103516,626750,0
2014-03-24,21:00:00,62.8699989318848,63.3899993896484,62.3179016113281,62.7700004577637,709159,0
2014-03-25,15:00:00,63.7799987792969,64.4899978637695,63.7398986816406,64.2710037231445,519076,0
2014-03-25,16:00:00,64.4000015258789,64.9300003051758,62.5699996948242,62.7799987792969,860672,0
2014-03-25,17:00:00,62.7400016784668,63.4199981689453,61.8600006103516,62.2299995422363,575627,0
2014-03-25,18:00:00,62.2099990844727,63.1100006103516,61.810001373291,62.9599990844727,466514,0
2014-03-25,19:00:00,62.9700012207031,63.6800003051758,62.75,63.3199996948242,369179,0
2014-03-25,20:00:00,63.3699989318848,63.6861991882324,63,63.2200012207031,336097,0
2014-03-25,21:00:00,63.1399993896484,63.6399993896484,63.0699996948242,63.3600006103516,371258,0
2014-03-26,15:00:00,64.3300018310547,64.7099990844727,63.7000007629395,64.2300033569336,509585,0
2014-03-26,16:00:00,64.1399993896484,64.4599990844727,63.2000007629395,63.2099990844727,544331,0
2014-03-26,17:00:00,63.2000007629395,63.9099998474121,62.9700012207031,63.2799987792969,442358,0
2014-03-26,18:00:00,63.3199996948242,63.4099998474121,62.7900009155273,63.2900009155273,331518,0
2014-03-26,19:00:00,63.2700004577637,63.3300018310547,61.7099990844727,62.2000007629395,669259,0
2014-03-26,20:00:00,62.2000007629395,62.560001373291,61.4398994445801,62.4599990844727,628120,0
2014-03-26,21:00:00,62.4700012207031,62.5400009155273,60.8899993896484,60.939998626709,835319,0
2014-03-27,15:00:00,60.7000007629395,60.7999992370605,58.8800010681152,60.1500015258789,888177,0
2014-03-27,16:00:00,60,61.4799995422363,59.9070014953613,60.7400016784668,735118,0
2014-03-27,17:00:00,60.7690010070801,60.8899993896484,59.2099990844727,59.75,742378,0
2014-03-27,18:00:00,59.7999992370605,60.310001373291,59.1500015258789,60.0800018310547,462761,0
2014-03-27,19:00:00,60.0499992370605,60.6300010681152,59.780101776123,59.9500007629395,364157,0
2014-03-27,20:00:00,59.9599990844727,60.3600006103516,59.5099983215332,59.7900009155273,390936,0
2014-03-27,21:00:00,59.7599983215332,60.25,59.4001007080078,59.8600006103516,524219,0
2014-03-28,15:00:00,60.4500007629395,61.8199996948242,60.2299995422363,61.560001373291,585930,0
2014-03-28,16:00:00,61.5999984741211,62.2000007629395,61.5303993225098,62.0499992370605,617288,0
2014-03-28,17:00:00,62.0499992370605,62.060001373291,61.4000015258789,61.7000007629395,471597,0
2014-03-28,18:00:00,61.7000007629395,61.8600006103516,61.2700004577637,61.3899993896484,246809,0
2014-03-28,19:00:00,61.4300003051758,61.4300003051758,60.7799987792969,60.8698997497559,379753,0
2014-03-28,20:00:00,60.8499984741211,60.8499984741211,59.75,60.1500015258789,642856,0
2014-03-28,21:00:00,60.1599998474121,60.3899993896484,59.8709983825684,60.25,480350,0
2014-03-31,16:00:00,61.6199989318848,62.3600006103516,61.4199981689453,62.3400001525879,669464,0
2014-03-31,17:00:00,62.3199996948242,62.7099990844727,62.0200004577637,62.2099990844727,539603,0
2014-03-31,18:00:00,62.2000007629395,62.2190017700195,61.6300010681152,62.0900001525879,405739,0
2014-03-31,19:00:00,62.1399993896484,62.4220008850098,62.0900001525879,62.2200012207031,287610,0
2014-03-31,20:00:00,62.2599983215332,62.2799987792969,61.5099983215332,61.560001373291,211540,0
2014-03-31,21:00:00,61.560001373291,62.0999984741211,61.5200004577637,61.9500007629395,320979,0
2014-03-31,22:00:00,61.9000015258789,62.060001373291,61.4300003051758,61.4500007629395,682651,0
2014-04-01,16:00:00,62.439998626709,63.8600006103516,62.4000015258789,63.75,777251,0
2014-04-01,17:00:00,63.7400016784668,64.379997253418,63.7299995422363,64.1080017089844,790665,0
2014-04-01,18:00:00,64.0400009155273,64.1601028442383,63.7599983215332,63.8199005126953,344079,0
2014-04-01,19:00:00,63.7999992370605,63.9799995422363,63.5900001525879,63.7799987792969,261931,0
2014-04-01,20:00:00,63.7700004577637,64.0400009155273,63.5,64,360267,0
2014-04-01,21:00:00,64.0199966430664,64.3099975585938,63.9690017700195,64.2689971923828,324599,0
2014-04-01,22:00:00,64.2600021362305,64.8600006103516,64.129997253418,64.7799987792969,713948,0
2014-04-02,16:00:00,65.6100006103516,65.7698974609375,64.8000030517578,64.8000030517578,737346,0
2014-04-02,17:00:00,64.8399963378906,65.2900009155273,64.5400009155273,65.2399978637695,587442,0
2014-04-02,18:00:00,65.2600021362305,65.4400024414062,64.8399963378906,65.129997253418,386542,0
2014-04-02,19:00:00,65.129997253418,65.1716995239258,64.8099975585938,65.1230010986328,240834,0
2014-04-02,20:00:00,65.1399993896484,65.1500015258789,64.379997253418,64.620002746582,399184,0
2014-04-02,21:00:00,64.6399993896484,64.8499984741211,64.4399032592773,64.8499984741211,296250,0
2014-04-02,22:00:00,64.8499984741211,65.4400024414062,64.7300033569336,65.2900009155273,452684,0
2014-04-03,16:00:00,65.4899978637695,65.7200012207031,64.9100036621094,65.6900024414062,229612,0
2014-04-03,17:00:00,65.629997253418,65.7600021362305,64.5,64.9700012207031,601227,0
2014-04-03,18:00:00,64.9899978637695,65.0299987792969,64.1900024414062,64.3000030517578,573975,0
